kpi_name,indicator_id,commodity,net_achievement,net_annual_target,stakeholder_disaggregation,results_new,results_continued,targets_new,targets_continued,year,project_name,country
# of farmers with farm income increase,S1.4,Coffee,178,5893,Male Youth,178,0,5893,,2024,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,6234,11786,Male Youth,6056,178,5893,5893,2025,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,6071,Male Youth,0,0,5893,178,2026,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,23572,Male Youth,0,0,5893,17679,2027,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,29465,Male Youth,0,0,5893,23572,2028,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,29465,Male Youth,0,0,,29465,2029,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,706,16839,Female,706,0,16839,,2024,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,24065,33678,Female,23359,706,16839,16839,2025,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,17545,Female,0,0,16839,706,2026,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,67356,Female,0,0,16839,50517,2027,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,84195,Female,0,0,16839,67356,2028,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,84195,Female,0,0,,84195,2029,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,67,2525,Female Youth,67,0,2525,,2024,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,2662,5050,Female Youth,2595,67,2525,2525,2025,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,2592,Female Youth,0,0,2525,67,2026,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,10100,Female Youth,0,0,2525,7575,2027,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,12625,Female Youth,0,0,2525,10100,2028,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,0,12625,Female Youth,0,0,,12625,2029,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,1346,5040,Male,1346,0,5040,,2024,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,2076,10080,Male,730,1346,5040,5040,2025,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,0,7206,Male,0,0,5860,1346,2026,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,0,20160,Male,0,0,5040,15120,2027,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,0,25200,Male,0,0,5040,20160,2028,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,0,25200,Male,0,0,,25200,2029,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,0,2160,Female,0,0,2160,,2024,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,455,4320,Female,455,0,2160,2160,2025,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,0,4794,Female,0,0,4794,0,2026,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,0,8640,Female,0,0,2160,6480,2027,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,0,10800,Female,0,0,2160,8640,2028,Pathways to Prosperity - Kenya,Kenya
# of miners trained,GP026,Gold,0,10800,Female,0,0,,10800,2029,Pathways to Prosperity - Kenya,Kenya
# of producers that apply sustainable practices,G053,Coffee,100,22,Agri processor,100,0,22,,2024,Pathways to Prosperity - Kenya,Kenya
# of producers that apply sustainable practices,G053,Coffee,171,44,Agri processor,52,119,22,22,2025,Pathways to Prosperity - Kenya,Kenya
# of producers that apply sustainable practices,G053,Coffee,0,66,Agri processor,0,0,22,44,2026,Pathways to Prosperity - Kenya,Kenya
# of producers that apply sustainable practices,G053,Coffee,0,88,Agri processor,0,0,22,66,2027,Pathways to Prosperity - Kenya,Kenya
# of producers that apply sustainable practices,G053,Coffee,0,110,Agri processor,0,0,22,88,2028,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,45,6600,Male,45,0,6600,,2024,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,465,13200,Male,353,112,6600,6600,2025,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,19800,Male,0,0,6600,13200,2026,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,26400,Male,0,0,6600,19800,2027,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,33000,Male,0,0,6600,26400,2028,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,33000,Male,0,0,,33000,2029,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,14,1259,Male Youth,14,0,1259,,2024,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,117,2518,Male Youth,100,17,1259,1259,2025,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,3777,Male Youth,0,0,1259,2518,2026,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,5036,Male Youth,0,0,1259,3777,2027,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,6295,Male Youth,0,0,1259,5036,2028,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,6295,Male Youth,0,0,,6295,2029,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,28,3600,Female,28,0,3600,,2024,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,296,7200,Female,267,29,3600,3600,2025,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,10800,Female,0,0,3600,7200,2026,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,14400,Female,0,0,3600,10800,2027,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,18000,Female,0,0,3600,14400,2028,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,18000,Female,0,0,,18000,2029,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,10,540,Female Youth,10,0,540,,2024,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,77,1080,Female Youth,63,14,540,540,2025,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,1620,Female Youth,0,0,540,1080,2026,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,2160,Female Youth,0,0,540,1620,2027,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,2700,Female Youth,0,0,540,2160,2028,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Coffee,0,2700,Female Youth,0,0,,2700,2029,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,3568,30871,Male,3568,0,30871,,2024,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,32925,61742,Male,29357,3568,30871,30871,2025,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,45775,Male,0,0,42207,3568,2026,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,123484,Male,0,0,30871,92613,2027,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,154355,Male,0,0,30871,123484,2028,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,154355,Male,0,0,,154355,2029,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,947,16839,Male Youth,947,0,16839,,2024,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,5396,33678,Male Youth,4449,947,16839,16839,2025,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,17379,Male Youth,0,0,16432,947,2026,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,67356,Male Youth,0,0,16839,50517,2027,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,84195,Male Youth,0,0,16839,67356,2028,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,84195,Male Youth,0,0,,84195,2029,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,1721,5893,Female,1721,0,5893,,2024,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,16732,11786,Female,15011,1721,5893,5893,2025,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,29510,Female,0,0,27789,1721,2026,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,23572,Female,0,0,5893,17679,2027,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,29465,Female,0,0,5893,23572,2028,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,29465,Female,0,0,,29465,2029,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,327,2525,Female Youth,327,0,2525,,2024,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,2077,5050,Female Youth,1750,327,2525,2525,2025,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,8836,Female Youth,0,0,8509,327,2026,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,10100,Female Youth,0,0,2525,7575,2027,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,12625,Female Youth,0,0,2525,10100,2028,Pathways to Prosperity - Kenya,Kenya
# targeted producers with new or improved access to markets,G058,Coffee,0,12625,Female Youth,0,0,,12625,2029,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,1346,1056,Male,1346,0,1056,,2024,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,1346,2112,Male,0,1346,1056,1056,2025,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,3168,Male,0,0,1056,2112,2026,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,4224,Male,0,0,1056,3168,2027,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,5280,Male,0,0,1056,4224,2028,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,5280,Male,0,0,,5280,2029,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,404,Male Youth,0,0,404,,2024,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,404,808,Male Youth,0,404,404,404,2025,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,1212,Male Youth,0,0,404,808,2026,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,1616,Male Youth,0,0,404,1212,2027,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,2020,Male Youth,0,0,404,1616,2028,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,2020,Male Youth,0,0,,2020,2029,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,1152,Female,0,0,1152,,2024,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,1152,2304,Female,0,1152,1152,1152,2025,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,3456,Female,0,0,1152,2304,2026,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,4608,Female,0,0,1152,3456,2027,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,5760,Female,0,0,1152,4608,2028,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,5760,Female,0,0,,5760,2029,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,172,Female Youth,0,0,172,,2024,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,172,344,Female Youth,0,172,172,172,2025,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,516,Female Youth,0,0,172,344,2026,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,688,Female Youth,0,0,172,516,2027,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,860,Female Youth,0,0,172,688,2028,Pathways to Prosperity - Kenya,Kenya
# of workers under improved working conditions,S1.5,Gold,0,860,Female Youth,0,0,,860,2029,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,200,2688,Male,200,0,2688,,2024,Pathways to Prosperity - Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,56001,61742,Male,54505,1496,30871,30871,2025,Pathways to Prosperity - Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,6234,11786,Male Youth,6056,178,5893,5893,2025,Pathways to Prosperity - Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,24065,33678,Female,23359,706,16839,16839,2025,Pathways to Prosperity - Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,2662,5050,Female Youth,2595,67,2525,2525,2025,Pathways to Prosperity - Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,28500,30871,Male,28500,,30871,,2024,Pathways to Prosperity - Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,4056,5893,Male Youth,4056,,5893,,2024,Pathways to Prosperity - Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,12435,16839,Female,12435,,16839,,2024,Pathways to Prosperity - Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,1185,2525,Female Youth,1185,,2525,,2024,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,200,5376,Male,0,200,2688,2688,2025,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,0,8064,Male,0,0,2688,5376,2026,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,0,10752,Male,0,0,2688,8064,2027,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,0,13440,Male,0,0,2688,10752,2028,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,0,13440,Male,0,0,,13440,2029,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,100,1152,Female,100,0,1152,,2024,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,100,2304,Female,0,100,1152,1152,2025,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,0,3456,Female,0,0,1152,2304,2026,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,0,4608,Female,0,0,1152,3456,2027,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,0,5760,Female,0,0,1152,4608,2028,Pathways to Prosperity - Kenya,Kenya
# of farmers with farm income increase,S1.4,Gold,0,5760,Female,0,0,,5760,2029,Pathways to Prosperity - Kenya,Kenya
# of members of strengthened (producer) organisations,G056,Coffee,0,30871,Male,0,0,30871,,2024,Pathways to Prosperity - Kenya,Kenya
# of members of strengthened (producer) organisations,G056,Coffee,51156,61742,Male,29725,21431,30871,30871,2025,Pathways to Prosperity - Kenya,Kenya
